billing_month,household_id,contract_id,utility_bill_without_system_usd,utility_bill_with_system_usd,subscription_payment_usd,vpp_credits_usd,net_customer_value_usd,overage_kwh
2025-05,H000313,C-000313,275.64,13.6,128.79,0.0,133.25,141.28
2025-06,H000313,C-000313,254.64,10.23,128.79,0.0,115.62,126.41
2025-01,H000314,C-000314,212.48,20.67,107.46,3.55,87.9,49.45
2025-02,H000314,C-000314,210.19,18.69,107.46,9.2,93.24,48.09
2025-03,H000314,C-000314,244.93,20.38,107.46,2.95,120.04,68.83
2025-04,H000314,C-000314,267.47,20.23,107.46,4.07,143.85,82.28
2025-05,H000314,C-000314,277.08,20.27,107.46,7.25,156.6,88.02
2025-06,H000314,C-000314,271.44,18.63,107.46,3.36,148.71,84.65
2025-01,H000315,C-000315,248.82,54.2,142.24,0.0,52.38,59.66
2025-02,H000315,C-000315,241.01,52.99,142.24,0.0,45.78,56.2
2025-03,H000315,C-000315,296.69,69.52,142.24,0.0,84.93,80.81
2025-04,H000315,C-000315,318.62,84.06,142.24,0.0,92.32,90.51
2025-05,H000315,C-000315,326.64,75.37,142.24,0.0,109.03,94.05
2025-06,H000315,C-000315,307.69,69.87,142.24,0.0,95.58,85.68
2025-01,H000316,C-000316,329.31,41.79,106.68,3.59,184.43,78.7
2025-02,H000316,C-000316,315.36,37.98,105.85,2.4,173.93,72.57
2025-03,H000316,C-000316,400.58,52.42,110.94,5.2,242.42,110.03
2025-04,H000316,C-000316,411.82,48.46,111.62,4.75,256.49,114.97
2025-05,H000316,C-000316,458.32,47.66,114.4,5.84,302.1,135.41
2025-06,H000316,C-000316,426.03,50.01,112.47,2.93,266.48,121.22
2025-01,H000317,C-000317,275.01,10.42,115.13,0.0,149.46,0.0
2025-02,H000317,C-000317,247.33,6.17,115.13,0.0,126.03,0.0
2025-03,H000317,C-000317,285.44,4.89,115.13,0.0,165.42,0.0
2025-04,H000317,C-000317,280.11,0.55,115.13,0.0,164.43,0.0
2025-05,H000317,C-000317,299.6,0.61,115.13,0.0,183.86,3.53
2025-06,H000317,C-000317,263.4,0.0,115.13,0.0,148.27,0.0
2025-01,H000318,C-000318,327.95,28.63,148.72,0.0,150.6,72.29
2025-02,H000318,C-000318,315.1,22.49,148.72,0.0,143.89,66.7
2025-03,H000318,C-000318,394.25,29.48,148.72,0.0,216.05,101.11
2025-04,H000318,C-000318,382.24,25.03,148.72,0.0,208.49,95.89
2025-05,H000318,C-000318,430.82,26.51,148.72,0.0,255.59,117.01
2025-06,H000318,C-000318,415.87,20.24,148.72,0.0,246.91,110.51
2025-01,H000319,C-000319,322.01,10.13,99.79,3.42,215.51,108.91
2025-02,H000319,C-000319,308.79,9.11,98.75,4.15,205.08,99.55
2025-03,H000319,C-000319,372.87,8.39,103.79,7.71,268.4,144.91
2025-04,H000319,C-000319,342.76,2.37,101.42,2.62,241.59,123.6
2025-05,H000319,C-000319,376.86,0.76,104.1,5.79,277.79,147.74
2025-06,H000319,C-000319,346.28,0.62,101.7,7.43,251.39,126.09
2025-01,H000320,C-000320,199.25,20.41,121.97,6.11,62.98,50.56
2025-02,H000320,C-000320,201.35,20.97,121.97,2.58,60.99,51.81
2025-03,H000320,C-000320,244.43,22.15,121.97,9.07,109.38,77.53
2025-04,H000320,C-000320,256.44,22.13,121.97,2.75,115.09,84.7
2025-05,H000320,C-000320,271.52,22.49,121.97,4.76,131.82,93.7
2025-06,H000320,C-000320,252.73,18.96,121.97,4.87,116.67,82.48
2025-01,H000321,C-000321,238.18,75.49,167.33,0.0,-4.64,50.23
2025-02,H000321,C-000321,241.85,81.32,167.33,0.0,-6.8,51.86
2025-03,H000321,C-000321,277.98,88.75,167.33,0.0,21.9,67.82
2025-04,H000321,C-000321,295.46,92.55,167.33,0.0,35.58,75.55
2025-05,H000321,C-000321,314.4,92.95,167.33,0.0,54.12,83.92
2025-06,H000321,C-000321,294.12,82.59,167.33,0.0,44.2,74.96
2025-01,H000322,C-000322,268.92,6.56,211.41,0.0,50.95,30.94
2025-02,H000322,C-000322,285.73,7.36,212.36,0.0,66.01,38.33
2025-03,H000322,C-000322,342.7,10.06,215.59,0.0,117.05,63.37
2025-04,H000322,C-000322,356.2,6.94,216.36,0.0,132.9,69.3
2025-05,H000322,C-000322,407.27,6.23,219.26,0.0,181.78,91.75
2025-06,H000322,C-000322,372.45,5.95,217.28,0.0,149.22,76.45
2025-01,H000323,C-000323,250.02,13.83,171.61,3.77,68.35,0.0
2025-02,H000323,C-000323,230.89,11.92,171.61,10.67,58.03,0.0
2025-03,H000323,C-000323,265.17,12.58,172.04,1.06,81.61,3.06
2025-04,H000323,C-000323,269.47,8.18,172.26,3.14,92.17,4.57
2025-05,H000323,C-000323,244.42,2.99,171.61,2.83,72.65,0.0
2025-06,H000323,C-000323,240.22,1.13,171.61,3.63,71.11,0.0
2025-01,H000324,C-000324,270.08,1.91,124.5,0.0,143.67,34.61
2025-02,H000324,C-000324,281.95,2.09,124.5,0.0,155.36,39.77
2025-03,H000324,C-000324,326.11,2.83,124.5,0.0,198.78,58.97
2025-04,H000324,C-000324,344.11,2.11,124.5,0.0,217.5,66.79
2025-05,H000324,C-000324,379.72,0.65,124.5,0.0,254.57,82.28
2025-06,H000324,C-000324,362.9,1.04,124.5,0.0,237.36,74.96
2025-01,H000325,C-000325,348.38,20.25,184.37,3.07,146.83,31.57
2025-02,H000325,C-000325,335.92,18.51,184.37,0.8,133.84,26.35
2025-03,H000325,C-000325,380.49,17.3,184.37,0.97,179.79,45.02
2025-04,H000325,C-000325,380.56,12.38,184.37,6.36,190.17,45.05
2025-05,H000325,C-000325,397.35,9.99,184.37,5.08,208.07,52.08
2025-06,H000325,C-000325,353.28,5.69,184.37,0.0,163.22,33.62
2025-01,H000326,C-000326,220.36,13.57,84.77,6.59,128.61,73.64
2025-02,H000326,C-000326,216.68,12.32,84.77,5.15,124.74,71.06
2025-03,H000326,C-000326,269.13,13.64,84.77,5.13,175.85,107.86
2025-04,H000326,C-000326,275.03,13.17,84.77,0.88,177.97,112.0
2025-05,H000326,C-000326,314.25,13.64,84.77,3.5,219.34,139.53
2025-06,H000326,C-000326,296.16,12.49,84.77,10.02,208.92,126.83
2025-01,H000327,C-000327,290.67,22.05,143.55,4.62,129.69,34.73
2025-02,H000327,C-000327,281.86,20.04,143.55,2.49,120.76,30.83
2025-03,H000327,C-000327,330.22,22.42,143.55,2.08,166.33,52.21
2025-04,H000327,C-000327,355.66,21.43,143.55,4.16,194.84,63.45
2025-05,H000327,C-000327,375.58,22.6,143.55,2.78,212.21,72.26
2025-06,H000327,C-000327,357.47,20.73,143.55,4.14,197.33,64.25
2025-01,H000328,C-000328,284.88,20.09,201.98,1.27,64.08,36.23
2025-02,H000328,C-000328,283.32,18.52,201.98,5.15,67.97,35.54
2025-03,H000328,C-000328,362.35,20.45,201.98,7.73,147.65,70.28
2025-04,H000328,C-000328,360.24,18.52,201.98,9.81,149.55,69.35
2025-05,H000328,C-000328,404.78,18.52,201.98,3.67,187.95,88.93
2025-06,H000328,C-000328,389.11,14.43,201.98,6.3,179.0,82.04
2025-01,H000329,C-000329,248.78,14.72,78.53,0.68,156.21,0.0
2025-02,H000329,C-000329,220.31,11.09,78.53,3.62,134.31,0.0
2025-03,H000329,C-000329,252.12,11.49,78.53,6.64,168.74,0.4
2025-04,H000329,C-000329,239.33,5.54,78.53,3.9,159.16,0.0
2025-05,H000329,C-000329,251.95,3.82,78.53,10.8,180.4,0.34
2025-06,H000329,C-000329,235.54,1.32,78.53,2.38,158.07,0.0
2025-01,H000330,C-000330,323.42,0.02,88.81,0.0,234.59,23.13
2025-02,H000330,C-000330,317.11,0.0,88.81,0.0,228.3,20.39
2025-03,H000330,C-000330,388.0,0.0,88.81,0.0,299.19,51.21
2025-04,H000330,C-000330,399.21,0.07,88.81,0.0,310.33,56.08
2025-05,H000330,C-000330,440.75,0.0,88.81,0.0,351.94,74.14
2025-06,H000330,C-000330,408.64,0.0,88.81,0.0,319.83,60.18
2025-01,H000331,C-000331,300.37,23.22,193.45,9.94,93.64,29.42
2025-02,H000331,C-000331,287.07,20.73,193.45,0.32,73.21,23.85
2025-03,H000331,C-000331,335.52,22.41,193.45,0.0,119.66,44.15
2025-04,H000331,C-000331,353.92,21.12,193.45,4.29,143.64,51.85
2025-05,H000331,C-000331,354.09,19.07,193.45,5.46,147.03,51.92
2025-06,H000331,C-000331,329.65,16.09,193.45,5.89,126.0,41.69
2025-01,H000332,C-000332,235.98,21.94,108.61,5.46,110.89,117.0
2025-02,H000332,C-000332,222.82,18.82,108.61,2.91,98.3,107.76
2025-03,H000332,C-000332,303.16,28.57,108.61,3.22,169.2,164.14
2025-04,H000332,C-000332,300.19,23.87,108.61,12.21,179.92,162.06
2025-05,H000332,C-000332,317.39,21.63,108.61,3.79,190.94,174.13
2025-06,H000332,C-000332,307.44,23.14,108.61,6.21,181.9,167.15
2025-01,H000333,C-000333,298.93,22.28,172.46,0.0,104.19,60.78
2025-02,H000333,C-000333,314.72,31.76,172.46,0.0,110.5,67.29
2025-03,H000333,C-000333,390.65,32.26,172.46,0.0,185.93,98.6
2025-04,H000333,C-000333,397.77,33.66,172.46,0.0,191.65,101.54
2025-05,H000333,C-000333,435.31,40.05,172.46,0.0,222.8,117.02
2025-06,H000333,C-000333,429.48,34.46,172.46,0.0,222.56,114.61
2025-01,H000334,C-000334,333.99,57.37,146.4,0.0,130.22,129.74
2025-02,H000334,C-000334,321.81,53.94,146.4,0.0,121.47,123.25
2025-03,H000334,C-000334,402.13,65.18,146.4,0.0,190.55,166.08
2025-04,H000334,C-000334,421.88,66.62,146.4,0.0,208.86,176.62
2025-05,H000334,C-000334,462.73,73.26,146.4,0.0,243.07,198.4
2025-06,H000334,C-000334,418.35,62.66,146.4,0.0,209.29,174.73
2025-01,H000335,C-000335,280.29,14.47,109.6,0.0,156.22,1.58
2025-02,H000335,C-000335,252.42,11.16,109.6,0.0,131.66,0.0
2025-03,H000335,C-000335,283.86,10.35,109.6,0.0,163.91,2.84
2025-04,H000335,C-000335,285.68,6.83,109.6,0.0,169.25,3.48
2025-05,H000335,C-000335,294.7,4.32,109.6,0.0,180.78,6.66
2025-06,H000335,C-000335,281.6,2.94,109.6,0.0,169.06,2.04
2025-01,H000336,C-000336,368.54,29.58,131.94,5.25,212.27,88.01
2025-02,H000336,C-000336,349.45,26.4,131.94,4.57,195.68,79.71
2025-03,H000336,C-000336,414.72,29.07,131.94,7.08,260.79,108.09
2025-04,H000336,C-000336,451.83,28.24,131.94,7.86,299.51,124.22
2025-05,H000336,C-000336,478.36,31.4,131.94,2.28,317.3,135.76
2025-06,H000336,C-000336,458.62,30.85,131.94,2.42,298.25,127.17
2025-01,H000337,C-000337,316.07,9.99,92.94,0.0,213.14,18.99
2025-02,H000337,C-000337,299.45,7.38,91.63,0.0,200.44,12.02
2025-03,H000337,C-000337,362.55,7.03,96.6,0.0,258.92,38.45
2025-04,H000337,C-000337,322.49,1.9,93.44,0.0,227.15,21.67
2025-05,H000337,C-000337,368.46,1.42,97.06,0.0,269.98,40.93
2025-06,H000337,C-000337,347.47,0.67,95.41,0.0,251.39,32.14
2025-01,H000338,C-000338,265.2,23.8,204.72,0.0,36.68,121.31
2025-02,H000338,C-000338,234.87,19.95,204.72,0.0,10.2,100.02
2025-03,H000338,C-000338,303.26,23.35,204.72,0.0,75.19,148.01
2025-04,H000338,C-000338,300.05,22.24,204.72,0.0,73.09,145.76
2025-05,H000338,C-000338,332.62,26.66,204.72,0.0,101.24,168.62
2025-06,H000338,C-000338,317.3,16.62,204.72,0.0,95.96,157.87
2025-01,H000339,C-000339,240.05,22.85,158.92,9.68,67.96,38.57
2025-02,H000339,C-000339,237.31,24.8,158.92,0.0,53.59,37.36
2025-03,H000339,C-000339,281.98,25.09,158.92,3.44,101.41,57.1
2025-04,H000339,C-000339,292.71,23.0,158.92,7.93,118.72,61.84
2025-05,H000339,C-000339,329.15,24.82,158.92,4.02,149.43,77.95
2025-06,H000339,C-000339,306.78,25.23,158.92,7.2,129.83,68.06
2025-01,H000340,C-000340,276.29,33.42,81.92,0.0,160.95,61.83
2025-02,H000340,C-000340,271.05,29.45,81.92,0.0,159.68,59.53
2025-03,H000340,C-000340,346.16,39.94,81.92,0.0,224.3,92.54
2025-04,H000340,C-000340,387.53,45.54,81.92,0.0,260.07,110.73
2025-05,H000340,C-000340,398.76,42.59,81.92,0.0,274.25,115.67
2025-06,H000340,C-000340,362.99,30.84,81.92,0.0,250.23,99.94
2025-01,H000341,C-000341,253.89,53.15,181.73,0.0,19.01,24.28
2025-02,H000341,C-000341,225.8,40.94,180.22,0.0,4.64,14.38
2025-03,H000341,C-000341,274.63,46.86,182.85,0.0,44.92,31.59
2025-04,H000341,C-000341,248.74,25.18,181.46,0.0,42.1,22.46
2025-05,H000341,C-000341,255.92,22.19,181.84,0.0,51.89,24.99
2025-06,H000341,C-000341,247.36,19.95,181.38,0.0,46.03,21.98
2025-01,H000342,C-000342,339.76,18.31,160.43,5.61,166.63,33.12
2025-02,H000342,C-000342,318.46,14.43,160.43,2.08,145.68,23.86
2025-03,H000342,C-000342,377.98,14.87,160.43,4.6,207.28,49.74
2025-04,H000342,C-000342,407.6,11.39,160.43,0.0,235.78,62.62
2025-05,H000342,C-000342,455.36,9.93,160.43,2.81,287.81,83.38
2025-06,H000342,C-000342,390.46,5.41,160.43,3.94,228.56,55.17
2025-01,H000343,C-000343,296.15,26.03,154.3,6.21,122.03,63.56
2025-02,H000343,C-000343,288.07,26.31,154.3,1.19,108.65,60.18
2025-03,H000343,C-000343,347.31,28.88,154.3,5.62,169.75,84.99
2025-04,H000343,C-000343,360.84,27.54,154.3,6.0,185.0,90.66
2025-05,H000343,C-000343,364.89,28.58,154.3,0.84,182.85,92.35
2025-06,H000343,C-000343,351.71,22.39,154.3,7.44,182.46,86.83
2025-01,H000344,C-000344,173.68,20.67,154.48,0.0,-1.47,40.69
2025-02,H000344,C-000344,167.61,18.1,154.48,0.0,-4.97,37.07
2025-03,H000344,C-000344,219.37,22.77,154.48,0.0,42.12,67.97
2025-04,H000344,C-000344,225.91,22.84,154.48,0.0,48.59,71.87
2025-05,H000344,C-000344,232.49,21.22,154.48,0.0,56.79,75.8
2025-06,H000344,C-000344,230.04,18.93,154.48,0.0,56.63,74.34
2025-01,H000345,C-000345,362.78,15.91,164.36,0.0,182.51,58.88
2025-02,H000345,C-000345,341.84,13.55,164.36,0.0,163.93,50.24
2025-03,H000345,C-000345,446.84,15.19,164.36,0.0,267.29,93.54
2025-04,H000345,C-000345,438.98,14.67,164.36,0.0,259.95,90.3
2025-05,H000345,C-000345,480.31,14.99,164.36,0.0,300.96,107.35
2025-06,H000345,C-000345,449.19,13.79,164.36,0.0,271.04,94.51
2025-01,H000346,C-000346,306.58,15.67,188.52,0.0,102.39,90.05
2025-02,H000346,C-000346,295.15,13.48,187.84,0.0,93.83,83.95
2025-03,H000346,C-000346,363.97,16.67,191.91,0.0,155.39,120.66
2025-04,H000346,C-000346,395.04,21.08,193.75,0.0,180.21,137.23
2025-05,H000346,C-000346,431.72,16.79,195.92,0.0,219.01,156.79
2025-06,H000346,C-000346,402.73,17.22,194.21,0.0,191.3,141.33
2025-01,H000347,C-000347,263.37,10.4,137.34,1.46,117.09,0.0
2025-02,H000347,C-000347,250.28,8.74,137.34,6.1,110.3,0.0
2025-03,H000347,C-000347,277.81,5.66,137.34,0.7,135.51,0.0
2025-04,H000347,C-000347,270.18,1.16,137.34,2.45,134.13,0.0
2025-05,H000347,C-000347,278.2,0.0,137.34,0.0,140.86,0.0
2025-06,H000347,C-000347,272.34,0.12,137.34,8.53,143.41,0.0
2025-01,H000348,C-000348,329.6,36.58,102.06,0.0,190.96,72.04
2025-02,H000348,C-000348,297.05,30.33,102.06,0.0,164.66,57.89
2025-03,H000348,C-000348,375.48,39.79,102.06,0.0,233.63,91.99
2025-04,H000348,C-000348,383.16,34.01,102.06,0.0,247.09,95.33
2025-05,H000348,C-000348,444.12,43.66,102.06,0.0,298.4,121.84
2025-06,H000348,C-000348,402.0,34.02,102.06,0.0,265.92,103.52
2025-01,H000349,C-000349,272.72,23.19,178.37,4.04,75.2,32.01
2025-02,H000349,C-000349,261.8,20.85,177.64,5.38,68.69,27.44
2025-03,H000349,C-000349,294.87,22.43,179.86,7.75,100.33,41.29
2025-04,H000349,C-000349,308.94,21.51,180.8,7.56,114.19,47.19
2025-05,H000349,C-000349,308.79,19.76,180.79,5.5,113.74,47.12
2025-06,H000349,C-000349,294.62,18.86,179.84,3.8,99.72,41.19
2025-01,H000350,C-000350,235.43,17.96,114.09,3.08,106.46,97.12
2025-02,H000350,C-000350,229.49,16.83,114.09,3.2,101.77,92.95
2025-03,H000350,C-000350,272.25,16.05,114.09,10.71,152.82,122.96
2025-04,H000350,C-000350,301.38,20.29,114.09,4.25,171.25,143.4
2025-05,H000350,C-000350,312.04,18.37,114.09,8.85,188.43,150.88
2025-06,H000350,C-000350,291.48,15.43,114.09,3.52,165.48,136.45
2025-01,H000351,C-000351,285.45,10.14,203.78,9.12,80.65,21.95
2025-02,H000351,C-000351,300.51,10.21,203.78,1.02,87.54,28.16
2025-03,H000351,C-000351,358.54,11.39,203.78,2.57,145.94,52.09
2025-04,H000351,C-000351,374.66,10.01,203.78,2.75,163.62,58.74
2025-05,H000351,C-000351,423.39,8.53,203.78,6.89,217.97,78.83
2025-06,H000351,C-000351,382.45,5.5,203.78,5.81,178.98,61.95
2025-01,H000352,C-000352,342.4,43.01,81.8,0.0,217.59,120.41
2025-02,H000352,C-000352,306.94,38.48,81.8,0.0,186.66,101.49
2025-03,H000352,C-000352,397.0,50.7,81.8,0.0,264.5,149.53
2025-04,H000352,C-000352,420.41,52.59,81.8,0.0,286.02,162.01
2025-05,H000352,C-000352,446.08,48.29,81.8,0.0,315.99,175.7
2025-06,H000352,C-000352,420.27,46.09,81.8,0.0,292.38,161.94
2025-01,H000353,C-000353,238.94,10.64,122.09,2.68,108.89,0.0
2025-02,H000353,C-000353,240.18,10.78,122.09,2.22,109.53,0.0
2025-03,H000353,C-000353,280.54,9.71,122.09,3.47,152.21,9.44
2025-04,H000353,C-000353,256.66,4.21,122.09,5.24,135.6,1.03
2025-05,H000353,C-000353,269.62,2.42,122.09,2.14,147.25,5.59
2025-06,H000353,C-000353,250.85,0.9,122.09,1.93,129.79,0.0
2025-01,H000354,C-000354,302.19,26.3,81.54,5.03,199.38,74.57
2025-02,H000354,C-000354,274.67,22.68,81.54,5.71,176.16,62.6
2025-03,H000354,C-000354,365.88,30.31,81.54,5.66,259.69,102.26
2025-04,H000354,C-000354,391.07,34.39,81.54,3.84,278.98,113.21
2025-05,H000354,C-000354,402.87,31.84,81.54,3.71,293.2,118.34
2025-06,H000354,C-000354,379.54,29.9,81.54,5.45,273.55,108.2
2025-01,H000355,C-000355,297.29,70.94,196.37,0.0,29.98,175.82
2025-02,H000355,C-000355,277.18,62.68,196.37,0.0,18.13,161.59
2025-03,H000355,C-000355,338.94,76.91,196.37,0.0,65.66,205.31
2025-04,H000355,C-000355,325.18,70.19,196.37,0.0,58.62,195.57
2025-05,H000355,C-000355,342.48,73.73,196.37,0.0,72.38,207.82
2025-06,H000355,C-000355,320.02,67.36,196.37,0.0,56.29,191.92
2025-01,H000356,C-000356,175.24,0.55,157.84,0.0,16.85,5.62
2025-02,H000356,C-000356,172.89,0.29,157.84,0.0,14.76,4.22
2025-03,H000356,C-000356,211.59,0.37,157.84,0.0,53.38,27.32
2025-04,H000356,C-000356,227.31,0.27,157.84,0.0,69.2,36.71
2025-05,H000356,C-000356,241.23,0.0,157.84,0.0,83.39,45.02
2025-06,H000356,C-000356,222.6,0.0,157.84,0.0,64.76,33.9
2025-01,H000357,C-000357,234.17,21.58,208.72,6.44,10.31,20.85
2025-02,H000357,C-000357,237.62,19.87,208.72,2.28,11.31,22.37
2025-03,H000357,C-000357,286.67,21.84,208.72,4.88,60.99,44.05
2025-04,H000357,C-000357,302.52,21.24,208.72,3.41,75.97,51.06
2025-05,H000357,C-000357,332.61,21.92,208.72,0.58,102.55,64.36
2025-06,H000357,C-000357,310.83,20.28,208.72,3.94,85.77,54.73
2025-01,H000358,C-000358,327.99,23.8,149.94,4.01,158.26,61.22
2025-02,H000358,C-000358,323.84,21.78,149.76,5.2,157.5,59.4
2025-03,H000358,C-000358,375.62,22.01,151.93,2.87,204.55,82.16
2025-04,H000358,C-000358,397.07,22.24,152.82,9.12,231.13,91.59
2025-05,H000358,C-000358,423.73,22.11,153.93,4.12,251.81,103.31
2025-06,H000358,C-000358,425.31,20.61,154.0,7.86,258.56,104.0
2025-01,H000359,C-000359,236.05,15.33,103.32,0.0,117.4,0.0
2025-02,H000359,C-000359,214.95,14.0,103.32,0.0,97.63,0.0
2025-03,H000359,C-000359,252.51,14.52,103.32,0.0,134.67,0.0
2025-04,H000359,C-000359,244.26,10.7,103.32,0.0,130.24,0.0
2025-05,H000359,C-000359,272.53,11.08,103.32,0.0,158.13,0.0
2025-06,H000359,C-000359,222.64,6.04,103.32,0.0,113.28,0.0
2025-01,H000360,C-000360,319.39,17.64,204.31,0.0,97.44,38.71
2025-02,H000360,C-000360,310.52,16.09,203.84,0.0,90.59,34.86
2025-03,H000360,C-000360,390.48,18.39,208.08,0.0,164.01,69.62
2025-04,H000360,C-000360,410.93,18.18,209.17,0.0,183.58,78.51
2025-05,H000360,C-000360,429.07,14.04,210.13,0.0,204.9,86.4
2025-06,H000360,C-000360,409.85,11.4,209.11,0.0,189.34,78.04
2025-01,H000361,C-000361,238.6,15.64,177.39,0.0,45.57,98.05
2025-02,H000361,C-000361,238.07,14.78,177.39,0.0,45.9,97.67
2025-03,H000361,C-000361,272.98,15.83,177.39,0.0,79.76,122.39
2025-04,H000361,C-000361,278.4,11.71,177.39,0.0,89.3,126.22
2025-05,H000361,C-000361,272.95,7.66,177.39,0.0,87.9,122.37
2025-06,H000361,C-000361,269.52,9.51,177.39,0.0,82.62,119.94
2025-01,H000362,C-000362,276.68,61.41,165.48,0.0,49.79,142.91
2025-02,H000362,C-000362,265.59,56.07,165.48,0.0,44.04,135.13
2025-03,H000362,C-000362,332.71,71.33,165.48,0.0,95.9,182.23
2025-04,H000362,C-000362,331.02,68.94,165.48,0.0,96.6,181.05
2025-05,H000362,C-000362,359.32,73.99,165.48,0.0,119.85,200.91
2025-06,H000362,C-000362,332.3,62.95,165.48,0.0,103.87,181.95
2025-01,H000363,C-000363,217.33,21.41,177.88,0.0,18.04,19.45
2025-02,H000363,C-000363,210.7,25.91,177.59,0.0,7.2,16.52
2025-03,H000363,C-000363,252.88,26.03,179.47,0.0,47.38,35.16
2025-04,H000363,C-000363,275.19,28.76,180.47,0.0,65.96,45.02
2025-05,H000363,C-000363,311.7,31.02,182.1,0.0,98.58,61.16
2025-06,H000363,C-000363,277.96,21.59,180.59,0.0,75.78,46.25
2025-01,H000364,C-000364,311.57,11.69,180.41,0.0,119.47,87.54
2025-02,H000364,C-000364,317.25,10.83,180.41,0.0,126.01,90.57
2025-03,H000364,C-000364,390.04,12.8,180.41,0.0,196.83,129.39
2025-04,H000364,C-000364,403.57,11.4,180.41,0.0,211.76,136.61
2025-05,H000364,C-000364,435.55,11.78,180.41,0.0,243.36,153.67
2025-06,H000364,C-000364,406.58,10.62,180.41,0.0,215.55,138.22
2025-01,H000365,C-000365,219.49,1.08,156.81,4.08,65.68,0.0
2025-02,H000365,C-000365,213.46,0.89,156.81,3.61,59.37,0.0
2025-03,H000365,C-000365,241.05,0.65,156.81,3.15,86.74,0.0
2025-04,H000365,C-000365,217.43,0.0,156.81,2.32,62.94,0.0
2025-05,H000365,C-000365,212.9,0.0,156.81,2.54,58.63,0.0
2025-06,H000365,C-000365,215.44,0.0,156.81,1.67,60.3,0.0
2025-01,H000366,C-000366,343.76,26.35,83.83,5.19,238.77,69.09
2025-02,H000366,C-000366,340.65,24.65,83.83,4.11,236.28,67.74
2025-03,H000366,C-000366,375.71,28.72,83.83,4.34,267.5,82.98
2025-04,H000366,C-000366,395.47,27.79,83.83,6.34,290.19,91.57
2025-05,H000366,C-000366,432.97,28.96,83.83,3.13,323.31,107.87
2025-06,H000366,C-000366,421.23,27.01,83.83,1.43,311.82,102.77
2025-01,H000367,C-000367,379.49,22.12,100.06,1.62,258.93,45.55
2025-02,H000367,C-000367,348.23,18.18,100.06,6.19,236.18,32.46
2025-03,H000367,C-000367,407.82,19.5,100.06,2.9,291.16,57.41
2025-04,H000367,C-000367,416.89,14.82,100.06,3.25,305.26,61.21
2025-05,H000367,C-000367,431.31,12.77,100.06,1.99,320.47,67.25
2025-06,H000367,C-000367,393.32,9.46,100.06,1.31,285.11,51.34
2025-01,H000368,C-000368,173.95,19.25,97.28,0.0,57.42,9.35
2025-02,H000368,C-000368,173.65,17.29,97.28,0.0,59.08,9.17
2025-03,H000368,C-000368,218.65,19.16,97.28,0.0,102.21,36.04
2025-04,H000368,C-000368,216.85,17.17,97.28,0.0,102.4,34.96
2025-05,H000368,C-000368,246.76,18.56,97.28,0.0,130.92,52.82
2025-06,H000368,C-000368,232.89,16.25,97.28,0.0,119.36,44.54
2025-01,H000369,C-000369,229.1,23.95,94.71,5.28,115.72,26.57
2025-02,H000369,C-000369,238.5,25.0,94.71,10.27,129.06,30.72
2025-03,H000369,C-000369,281.34,28.32,94.71,6.57,164.88,49.66
2025-04,H000369,C-000369,299.38,32.54,94.71,5.67,177.8,57.63
2025-05,H000369,C-000369,310.41,30.32,94.71,6.33,191.71,62.5
2025-06,H000369,C-000369,293.29,24.63,94.71,2.32,176.27,54.94
2025-01,H000370,C-000370,282.06,17.58,103.14,3.28,164.62,93.41
2025-02,H000370,C-000370,265.86,14.48,101.54,6.16,156.0,84.77
2025-03,H000370,C-000370,348.46,19.72,109.69,5.63,224.68,128.82
2025-04,H000370,C-000370,371.93,20.65,112.01,5.48,244.75,141.34
2025-05,H000370,C-000370,410.56,23.59,115.82,2.63,273.78,161.94
2025-06,H000370,C-000370,391.04,20.9,113.89,6.65,262.9,151.53
2025-01,H000371,C-000371,231.4,0.71,159.63,0.0,71.06,0.0
2025-02,H000371,C-000371,205.5,0.0,159.63,0.0,45.87,0.0
2025-03,H000371,C-000371,239.04,0.0,159.63,0.0,79.41,0.0
2025-04,H000371,C-000371,222.84,0.0,159.63,0.0,63.21,0.0
2025-05,H000371,C-000371,233.51,0.0,159.63,0.0,73.88,0.0
2025-06,H000371,C-000371,201.09,0.0,159.63,0.0,41.46,0.0
2025-01,H000372,C-000372,263.69,0.25,110.11,8.82,162.15,0.0
2025-02,H000372,C-000372,263.54,0.6,110.11,3.67,156.5,0.0
2025-03,H000372,C-000372,317.54,0.14,110.11,3.92,211.21,22.5
2025-04,H000372,C-000372,323.57,0.0,110.11,4.44,217.9,25.12
2025-05,H000372,C-000372,361.08,0.0,110.11,3.72,254.69,41.43
2025-06,H000372,C-000372,364.66,0.0,110.11,3.63,258.18,42.99
2025-01,H000373,C-000373,269.0,5.47,190.38,0.0,73.15,99.72
2025-02,H000373,C-000373,252.75,3.63,190.38,0.0,58.74,88.22
2025-03,H000373,C-000373,281.8,2.39,190.38,0.0,89.03,108.78
2025-04,H000373,C-000373,299.69,1.0,190.38,0.0,108.31,121.45
2025-05,H000373,C-000373,320.35,1.65,190.38,0.0,128.32,136.08
2025-06,H000373,C-000373,286.2,0.61,190.38,0.0,95.21,111.9
2025-01,H000374,C-000374,187.28,31.43,128.53,0.0,27.32,54.21
2025-02,H000374,C-000374,177.94,29.85,128.53,0.0,19.56,48.63
2025-03,H000374,C-000374,221.06,39.22,128.53,0.0,53.31,74.38
2025-04,H000374,C-000374,235.68,36.54,128.53,0.0,70.61,83.1
